user_id,order_date,product,amount
A00029,20220530,1,32.45
A00029,20220713,2,37.65
A00029,20220713,2,26.74
A00029,20220906,1,14.79
A00029,20221102,3,35.97
A00029,20230426,4,48.45
A00030,20220101,1,14.37
A00030,20220214,1,13.97
A00031,20220101,4,59.06
A00031,20230407,4,42.89
A00031,20230409,3,38.06
A00031,20230525,3,37.04
A00032,20220101,3,49.97
A00032,20220124,1,16.36
A00032,20230311,1,11.88
A00033,20220101,3,41.69
A00033,20220121,2,29.92
A00033,20220216,5,73.42
A00033,20220502,2,40.74
A00033,20220514,3,54.25
A00033,20220601,1,14.96
A00033,20220604,2,30.13
A00033,20220829,2,35.69
A00033,20220906,1,11.77
A00033,20221002,3,45.47
A00033,20221003,2,34.98
A00033,20221005,3,54.97
A00033,20221013,5,69.45
A00033,20221019,3,48.97
A00033,20221031,4,54.46
A00033,20221106,5,66.45
A00033,20221109,3,67.47
A00033,20221110,1,13.99
A00033,20221118,1,14.49
A00033,20221123,4,55.96
A00033,20221125,3,36.97
A00033,20230113,3,36.97
A00033,20230227,3,34.47
A00033,20230305,4,35.35
A00033,20230313,2,42.48
A00034,20220101,2,23.14
A00035,20220101,2,26.73
A00035,20220927,1,15.49
A00036,20220101,3,37.91
A00036,20220203,1,11.77
A00037,20220129,2,31.26
A00037,20220306,2,29.13
A00037,20220628,1,13.97
A00037,20220816,1,14.37
A00037,20221102,3,39.47
A00037,20230513,2,27.48
A00038,20220101,1,12.49
A00039,20220101,3,33.33
A00039,20220313,4,50.68
A00039,20220514,2,28.93
A00039,20230305,4,49.55
A00039,20230311,2,58.96
A00040,20220101,2,28.34
A00040,20220308,1,13.97
A00040,20220503,1,15.96
A00040,20220830,1,14.96
A00040,20220914,3,44.47
A00040,20220914,1,13.99
A00040,20220914,1,22.99
A00040,20221025,2,25.98
A00040,20221213,1,16.99
A00040,20221214,4,54.96
A00040,20230215,1,12.58
A00040,20230215,1,2.99
A00040,20230225,3,36.34
A00040,20230308,1,14.42
A00041,20220101,1,17.99
A00042,20220101,3,26.55
A00042,20220102,1,11.77
A00043,20220101,2,29.33
A00043,20220216,2,25.74
A00043,20220301,1,10.77
A00043,20221128,1,36.99
A00043,20230524,1,14.49
A00044,20220101,2,30.32
A00044,20220104,1,14.37
A00044,20220619,1,14.96
A00045,20220101,1,14.37
A00046,20220101,3,41.53
A00046,20220125,4,60.11
A00046,20220316,3,45.09
A00046,20220809,4,58.07
A00046,20220824,4,57.11
A00046,20221002,2,26.98
A00046,20221112,2,26.98
A00047,20220101,3,37.91
A00047,20220105,2,25.74
A00047,20220126,3,44.97
A00047,20220216,1,15.37
A00047,20220223,2,30.92
A00047,20220309,1,17.96
A00047,20220309,1,4.79
A00047,20220316,2,27.94
A00047,20220406,1,13.97
A00047,20220407,1,14.79
A00047,20220419,1,19.97
A00047,20220423,1,41.77
A00047,20220615,1,19.99
A00047,20220622,1,4.79
A00047,20220809,1,9.99
A00047,20221101,1,19.49
A00047,20230225,1,12.99
A00047,20230318,1,14.49
A00047,20230322,2,22.98
A00047,20230414,1,13.99
A00047,20230606,1,12.99
A00048,20220101,4,52.72
A00048,20220126,4,73.5
A00048,20220210,3,37.93
A00048,20220323,1,12.49
A00048,20220325,4,46.5
A00048,20220609,2,29.92
A00048,20220730,3,42.85
A00048,20220815,1,15.36
A00048,20220824,1,24.37
A00048,20221014,1,25.49
A00048,20221017,2,25.98
A00048,20221020,1,20.99
A00048,20221103,2,41.98
A00048,20221111,3,42.47
A00048,20221124,2,16.98
A00048,20221204,1,9.49
A00048,20230109,3,40.47
A00048,20230322,3,51.47
A00048,20230608,1,9.49
A00048,20230613,2,29.48
A00049,20220101,2,27.94
A00050,20220101,1,6.79
A00051,20220127,5,71.42
A00051,20220707,8,111.93
A00051,20220901,7,104.6
A00051,20221129,5,53.95
A00051,20221129,1,13.99
A00051,20221201,1,11.49
A00052,20220102,3,80.95
A00052,20220106,2,23.14
A00052,20220119,2,33.98
A00052,20220122,2,27.74
A00052,20220129,3,38.33
A00052,20220518,4,59.84
A00052,20220621,7,104.72
A00052,20230508,2,76.98
A00053,20220101,1,19.99
A00053,20220819,1,14.37
A00053,20221210,1,11.49
A00053,20230127,1,11.88
A00053,20230209,1,14.49
A00053,20230504,1,13.99
A00054,20220101,2,33.96
A00055,20220101,5,66.09
A00055,20220110,1,15.36
A00056,20220101,2,27.73
A00056,20220117,1,15.96
A00056,20220601,2,21.54
A00056,20221217,4,63.96
A00057,20220101,4,57.86
A00058,20220101,1,20.99
A00059,20220101,1,13.99
A00059,20220109,1,11.77
A00059,20220125,1,10.77
A00060,20220201,2,21.75
A00061,20220101,11,155.65
A00062,20220101,3,32.91
A00062,20220117,1,17.96
A00062,20220213,1,13.97
A00062,20220308,2,24.54
A00062,20220314,2,28.14
A00062,20220514,2,14.55
A00062,20220521,1,5.78
A00062,20220827,1,15.36
A00062,20221001,2,25.98
A00062,20221016,1,15.99
A00062,20221029,3,41.97
A00063,20220101,3,44.97
A00063,20221122,2,26.98
A00063,20230418,2,24.48
A00063,20230521,2,24.48
A00064,20220103,1,11.77
A00064,20220212,2,13.98
A00064,20220512,1,11.77
A00064,20220513,1,14.96
A00064,20220722,1,15.36
A00064,20220920,3,41.47
A00064,20221104,3,53.47
A00064,20221128,8,59.92
A00064,20221230,3,41.97
A00064,20230303,1,7.68
A00064,20230411,2,35.48
A00064,20230423,2,21.98
A00064,20230625,3,37.56
A00065,20220101,1,18.77
A00065,20230216,2,35.98
A00065,20230322,1,13.99
A00066,20220101,1,39.99
A00067,20220101,2,29.73
A00067,20220108,1,29.99
A00067,20220117,1,11.77
A00068,20220101,2,40.36
A00069,20220101,6,105.31
A00069,20220104,8,111.77
A00070,20220101,5,72.23
A00071,20220101,1,13.97
A00072,20220101,1,11.99
A00073,20220101,1,13.97
A00073,20220228,2,24.14
A00073,20220316,4,56.46
A00074,20220101,1,41.99
A00075,20220101,5,69.81
A00076,20220101,1,9.99
A00077,20220101,1,12.97
A00078,20220113,3,41.52
A00078,20230423,4,53.74
A00079,20220101,6,77.44
A00080,20220101,4,43.46
A00081,20220101,2,74.76
A00081,20220110,2,56.36
A00081,20220117,3,35.31
A00081,20220202,2,27.76
A00081,20220220,3,35.31
A00081,20220305,1,14.99
A00081,20220405,1,13.77
A00081,20220524,1,14.96
A00081,20220605,5,82.79
A00081,20220609,1,7.78
A00081,20220619,1,14.96
A00081,20220722,1,11.97
A00081,20220915,2,26.98
A00081,20220927,1,12.99
A00082,20220101,3,38.5
A00082,20220419,3,48.5
A00082,20220927,2,30.98
A00082,20221123,3,43.97
A00082,20230227,3,40.56
A00082,20230410,3,40.29
A00083,20220101,1,13
A00083,20220126,3,47.69
A00083,20220723,3,19.5
A00083,20230418,1,21.49
A00084,20220101,1,13.97
A00085,20220103,3,26.31
A00086,20220101,2,23.94
A00087,20220101,7,103.37
A00087,20220531,2,29.92
A00087,20220731,3,45.28
A00087,20221008,2,27.98
A00088,20220224,1,14.99
A00088,20221022,2,19.98
A00089,20220101,3,47.08
A00089,20220111,2,30.72
A00089,20220129,2,30.72
A00089,20220327,2,27.13
A00089,20220411,1,20.97
A00089,20220527,1,15.36
A00089,20220730,4,60.67
A00089,20220823,2,46.42
A00089,20221017,2,27.48
A00089,20221030,2,18.98
A00089,20221205,3,39.97
A00089,20221222,2,29.48
A00089,20221226,3,31.97
A00089,20221229,1,19.49
A00089,20230123,2,34.98
A00089,20230211,2,26.98
A00089,20230227,1,22.49
A00089,20230610,1,40.99
A00090,20220101,1,12.9
A00090,20220108,1,11.77
A00091,20220101,2,32.54
A00092,20220101,2,35.98
A00092,20220416,1,17.36
A00093,20220101,9,122.09
A00093,20220103,5,97.24
A00094,20220102,4,44.1
A00095,20220103,3,53.53
A00095,20220114,3,47.11
A00095,20220124,5,91.26
A00095,20220203,2,37.98
A00095,20220208,1,27.77
A00095,20220210,2,25.13
A00095,20220217,1,19.77
A00095,20220304,4,67.46
A00095,20220325,2,42.73
A00095,20220414,1,14.37
A00095,20220427,2,29.33
A00095,20220511,2,26.56
A00095,20220511,2,30.32
A00095,20220526,2,29.33
A00095,20220610,1,11.77
A00095,20220630,1,28.18
A00095,20220825,4,66.46
A00095,20220921,4,45.96
A00095,20221209,6,90.94
A00095,20221219,2,82.98
A00095,20230110,3,42.47
A00095,20230202,2,24.98
A00095,20230208,8,109.24
A00095,20230224,5,105.45
A00095,20230316,6,82.42
A00095,20230428,7,106.93
A00095,20230507,3,59.97
A00095,20230610,4,65.44
A00095,20230624,4,49.43
A00096,20220101,4,57.67
A00096,20220209,4,61.91
A00096,20220214,3,29.5
A00096,20220222,1,96.99
A00096,20220315,6,75.22
A00096,20220408,3,49.94
A00096,20220417,4,60.48
A00096,20220624,1,12.97
A00096,20220709,2,23.74
A00096,20220803,7,102.21
A00096,20221030,4,114.46
A00096,20221118,5,234.45
A00096,20221207,1,248.49
A00096,20230102,4,68.46
A00096,20230117,4,45.46
A00096,20230224,2,28.37
A00096,20230309,3,30.86
A00096,20230507,4,54.85
A00096,20230627,4,49.96
A00097,20220101,6,91.57
A00097,20221022,6,80.94
A00097,20230208,4,128.87
A00097,20230328,2,23.37
A00098,20220101,2,46.14
A00098,20220523,2,30.32
A00099,20220101,2,25.94
A00099,20220119,2,28.34
A00099,20220424,2,28.93
A00099,20220726,4,52.1
A00099,20221011,2,24.98
A00099,20221113,3,40.97
A00099,20221216,1,65.99
A00100,20220101,1,13.77
A00100,20221211,1,12.49
A00100,20230420,2,28.98
A00101,20220118,2,23.54
A00102,20220101,1,14.37
A00102,20220210,1,25.99
A00102,20221128,1,11.49
A00102,20230301,4,105.62
A00103,20220217,4,51.08
A00103,20220406,2,29.75
A00103,20230417,3,29.66
A00104,20220101,1,14.96
A00105,20220101,3,35.31
A00106,20220101,2,31.52
A00106,20220119,2,29.92
A00106,20220626,2,30.72
A00106,20221104,2,27.98
A00106,20221230,1,36.99
A00106,20230131,3,44.97
A00107,20220101,1,21.99
A00108,20220101,1,17.96
A00109,20220112,5,71.89
A00109,20220202,7,132.57
A00110,20220101,2,27.94
A00111,20220101,1,35.99
A00111,20220111,1,32.99
A00111,20220315,4,77.96
A00111,20220416,3,59.3
A00111,20220424,2,134.98
A00111,20220623,1,91.92
A00111,20220722,3,47.08
A00111,20220726,2,71.96
A00111,20221025,3,78.47
A00111,20221206,3,83.47
A00111,20230118,4,84.46
A00111,20230215,4,123.96
A00111,20230221,2,32.98
A00111,20230226,2,23.06
A00111,20230510,1,72.99
A00111,20230620,3,55.47
A00112,20220101,1,11.77
A00112,20220205,1,11.77
A00113,20220101,3,32.91
A00113,20230304,1,15.27
A00113,20230307,1,11.49
A00114,20220101,1,16.36
A00114,20220501,2,28.13
A00114,20220908,1,22.97
A00114,20230210,1,28.49
A00114,20230211,2,28.98
A00115,20220101,1,13.97
A00116,20220101,1,12.77
A00117,20220101,2,18.74
A00117,20220831,2,24.74
A00117,20230319,1,15.49
A00118,20220101,1,15.36
A00118,20220624,4,58.49
A00119,20220101,3,41.69
A00120,20220101,1,22.97
A00120,20220222,1,14.96
A00120,20220330,1,11.77
A00120,20220517,1,42.32
A00120,20221218,1,11.49
A00121,20220101,1,12.49
A00122,20220101,2,27.74
A00123,20220101,1,31.99
A00124,20220101,2,28.93
A00124,20220913,2,28.48
A00124,20221016,2,26.98
A00124,20221102,2,25.98
A00124,20221212,2,27.98
A00125,20220101,3,37.47
A00125,20220622,1,13.72
A00125,20221017,1,12.99
A00125,20221121,1,6.49
A00125,20230209,1,11.49
A00125,20230608,2,26.48
A00126,20220103,1,9.77
A00126,20221202,2,292.98
A00127,20220101,3,39.71
A00128,20220101,3,20.37
A00128,20220109,1,12.49
A00128,20220207,2,22.75
A00128,20220803,1,12.25
A00129,20220101,1,12.49
A00130,20220101,1,14.37
A00130,20220125,1,5.99
A00130,20220208,3,42.89
A00130,20220601,1,10.77
A00130,20220701,1,5.99
A00130,20220813,1,14.96
A00130,20221108,1,12.99
A00130,20230429,1,12.99
A00131,20220101,2,30.32
A00132,20220101,3,53.69
A00132,20220227,5,54.65
A00132,20220401,2,27.13
A00132,20220616,4,57.45
A00132,20221006,5,67.95
A00132,20230511,3,41.56
A00133,20220101,1,18.99
A00133,20220127,1,14.37
A00133,20220201,1,9.77
A00133,20220302,1,15.99
A00133,20220504,3,47.33
A00133,20220621,3,59.74
A00133,20221111,2,32.98
A00134,20220101,1,17.9
A00134,20220505,1,9.99
A00134,20230108,1,21.49
A00135,20220101,3,41.7
A00135,20220101,3,42.69
A00136,20220101,2,44.98
A00136,20221126,2,36.98
A00137,20220101,2,27.73
A00138,20220101,1,14.99
A00139,20220106,1,11.77
A00140,20220101,1,28.7
A00140,20220503,1,15.36
A00141,20220101,1,19.97
A00141,20220316,2,19.54
A00141,20220416,1,22.77
A00141,20220827,2,44.34
A00141,20221024,1,5.49
A00141,20230222,1,11.88
A00141,20230507,2,23.76
A00142,20220102,1,15.36
A00142,20220113,3,49.97
A00142,20220330,1,19.99
A00142,20230219,1,12.58
A00142,20230411,1,24.49
A00143,20220101,1,12.49
A00143,20220101,1,28.99
A00144,20220101,2,30.72
A00145,20220101,1,14.79
A00145,20220102,1,11.77
A00145,20220112,2,26.73
A00145,20220130,2,20.75
A00145,20220225,1,15.96
A00145,20220312,2,29.93
A00145,20220312,4,56.47
A00145,20220314,3,28.54
A00145,20220405,1,13.97
A00145,20220502,2,30.32
A00145,20220503,1,15.96
A00145,20220526,1,13.97
A00145,20220707,1,13.97
A00145,20220815,2,27.13
A00145,20220913,2,25.98
A00145,20221031,1,12.99
A00145,20221106,1,12.99
A00145,20221119,3,55.97
A00145,20230223,1,12.58
A00145,20230226,2,24.46
A00145,20230314,1,11.88
A00145,20230506,1,17.48
A00145,20230530,2,27.37
A00146,20220101,1,13.97
A00147,20220128,2,27.14
A00147,20220224,3,62.1
A00147,20220517,1,13.97
A00147,20220915,1,12.99
A00147,20220915,1,14.99
A00147,20221109,2,29.48
A00147,20221203,6,67.94
A00147,20221213,4,59.46
A00148,20220101,1,14.96
A00148,20220216,1,9.77
A00148,20220602,1,9.77
A00148,20221104,1,11.49
A00148,20221107,3,40.97
A00148,20230222,2,29.91
A00148,20230321,2,29.57
A00149,20220101,4,54.87
A00149,20220124,4,51.67
A00150,20220101,1,15.36
A00151,20220101,1,13.97
A00152,20220101,6,102
A00152,20220106,2,21.54
A00152,20220126,2,23.54
A00152,20220203,2,28.93
A00152,20221028,3,43.97
A00152,20230118,2,23.98
A00153,20220101,1,6.79
A00154,20220101,1,14.37
A00154,20220529,1,14.96
A00154,20220927,1,13.99
A00154,20221106,1,13.99
A00154,20230426,1,11.88
A00155,20220101,1,23.99
A00156,20220101,1,10.77
A00157,20220101,2,27.94
A00157,20220226,4,52.27
A00158,20220101,3,43.05
A00159,20220101,2,19.75
A00160,20220101,2,19.74
A00161,20220101,1,19.77
A00161,20220119,1,13.97
A00161,20220222,3,38.9
A00161,20220427,2,25.14
A00161,20220912,3,36.97
A00161,20221211,3,32.47
A00161,20221214,3,79.97
A00161,20221222,1,51.99
A00161,20230207,2,25.98
A00161,20230317,4,54.77
A00161,20230601,2,36.98
A00162,20220101,2,119.54
A00163,20220101,2,25.74
A00164,20220105,2,25.73
A00164,20220207,3,38.5
A00164,20220314,2,29.33
A00164,20220606,2,27.94
A00164,20220715,1,14.96
A00164,20220725,3,42.7
A00164,20221216,3,41.97
A00164,20230629,2,24.46
A00165,20220101,1,7.78
A00165,20230311,2,17.98
A00165,20230601,1,8.99
A00166,20220101,2,29.53
A00166,20221130,2,16.48
A00166,20221213,3,36.97
A00166,20221221,2,17.98
A00166,20221224,3,36.97
A00166,20230224,1,11.49
A00166,20230318,1,11.88
A00166,20230527,1,11.88
A00167,20220119,2,30.32
A00167,20220121,1,13.77
A00167,20220308,1,14.96
A00167,20220614,2,24.95
A00167,20221011,1,12.99
A00167,20221030,1,59.49
A00167,20221123,1,11.49
A00167,20221210,1,18.49
A00168,20220101,1,14.96
A00169,20220101,1,11.77
A00170,20220101,2,29.92
A00170,20230127,3,44.47
A00171,20220101,1,14.96
A00172,20220101,5,50.95
A00173,20220101,1,18.36
A00173,20230403,3,31.47
A00174,20220101,1,15.36
A00174,20220106,1,21.37
A00175,20220101,1,27.77
A00176,20220101,1,11.77
A00177,20220101,2,42.14
A00177,20220101,1,22.77
A00177,20220103,1,15.99
A00177,20220103,3,44.72
A00177,20220112,1,14.37
A00177,20220117,1,14.37
A00177,20220202,1,13.97
A00177,20220202,1,14.37
A00177,20220207,2,30.92
A00177,20220210,1,15.96
A00177,20220223,1,16.76
A00177,20220310,1,14.37
A00177,20220311,1,15.96
A00177,20220319,1,11.77
A00177,20220319,1,15.36
A00177,20220326,1,14.96
A00177,20220425,1,14.96
A00177,20220527,1,8.97
A00177,20220608,1,11.77
A00177,20220622,1,14.96
A00177,20220718,1,14.96
A00177,20220803,1,14.96
A00177,20220905,1,14.96
A00177,20220905,1,15.36
A00177,20221026,1,15.49
A00177,20221101,1,14.99
A00177,20221119,1,17.99
A00177,20221202,1,31.49
A00177,20221205,1,22.49
A00177,20230103,1,11.49
A00177,20230204,1,11.49
A00177,20230513,1,14.99
A00178,20220101,1,12.49
A00179,20220101,1,16.36
A00179,20220215,1,14.96
A00179,20220308,2,24.94
A00179,20220723,1,21.97
A00179,20220728,1,12.25
A00179,20220803,1,14.96
A00179,20220803,2,16.76
A00179,20220817,1,9.98
A00179,20220924,2,19.98
A00179,20220925,1,9.99
A00179,20230224,1,11.88
A00180,20220101,2,25.88
A00180,20220828,3,36.71
A00181,20220101,3,43.7
A00182,20220101,1,26.77
A00182,20220927,1,12.99
A00182,20221215,3,41.97
A00182,20230518,1,9.99
A00183,20220101,1,9.99
A00184,20220101,1,19.99
A00184,20230518,1,11.88
A00185,20220227,3,26.07
A00185,20220322,1,14.79
A00185,20220322,1,6.99
A00185,20230327,3,39.36
A00185,20230522,2,27.98
A00186,20220102,1,16.96
A00186,20220917,1,17.49
A00187,20220101,2,31.32
A00187,20220202,1,4.79
A00188,20220101,1,13.77
A00189,20220101,15,294.03
A00190,20220101,1,15.36
A00191,20220105,6,70.23
A00192,20220101,1,10.77
A00192,20220122,2,30.92
A00192,20220322,2,28.93
A00192,20220601,3,59.69
A00192,20220714,1,14.96
A00192,20220801,1,14.96
A00193,20220101,2,27.94
A00194,20220101,10,168.89
A00194,20220111,6,86.89
A00195,20220106,1,15.36
A00195,20221011,1,9.49
A00195,20221024,2,28.98
A00195,20221025,1,11.49
A00195,20221029,1,22.49
A00195,20221101,1,11.49
A00195,20230120,1,14.49
A00196,20220101,2,25.54
A00197,20220101,1,12.49
A00197,20220302,1,12.49
A00197,20220505,1,28.99
A00198,20220101,1,15.76
A00199,20220101,1,14.37
A00200,20220101,3,39.93
A00200,20220122,2,44.36
A00201,20220101,1,14.96
A00201,20220405,1,14.37
A00201,20221018,1,9.49
A00201,20230111,1,9.49
A00201,20230428,1,24.99
A00202,20220101,8,113.94
A00202,20220102,2,32.52
A00203,20220101,1,20.99
A00203,20220227,1,13.97
A00203,20220405,1,14.9
A00203,20220724,1,13.97
A00204,20220115,5,72.23
A00205,20220101,1,12.49
A00205,20220318,1,19.3
A00205,20220513,1,19.3
A00205,20221207,2,50.98
A00206,20220101,1,17.99
A00207,20220101,1,19.3
A00207,20220322,1,34.99
A00207,20221116,3,39.97
A00208,20220111,5,63.25
A00208,20230221,5,70.38
A00209,20220119,4,66.26
A00209,20220224,2,29.92
A00209,20220315,1,19.99
A00210,20220101,4,59.66
A00210,20230326,2,26.37
A00211,20220101,1,7.78
A00212,20220101,1,14.37
A00213,20220101,1,10.77
A00213,20220119,1,11.77
A00214,20220101,1,11.77
A00214,20220103,3,44.73
A00214,20220108,1,14.79
A00214,20220125,2,23.54
A00214,20220407,3,46.51
A00214,20220522,3,40.91
A00214,20221021,3,39.97
A00215,20220101,1,11.77
A00216,20220101,1,13.97
A00217,20220101,2,57.54
A00217,20221209,8,113.92
A00217,20230129,1,12.58
A00217,20230602,1,11.88
A00218,20220206,4,57.48
A00219,20220101,3,38.51
A00219,20220517,3,35.51
A00220,20220101,4,57.85
A00221,20220101,1,12.49
A00222,20220101,1,29.99
A00222,20220221,1,15.36
A00222,20221030,2,40.98
A00223,20220101,3,47.93
A00224,20220101,2,28.33
A00225,20220101,2,24.98
A00225,20220118,3,37.47
A00225,20220227,1,6.79
A00225,20220416,1,12.49
A00225,20220801,1,23.88
A00226,20220102,2,35.93
A00226,20220223,2,26.73
A00226,20220420,2,23.76
A00226,20220719,2,24.74
A00226,20230215,1,15.49
A00226,20230505,3,43.47
A00227,20220101,1,34.97
A00227,20220117,1,13.77
A00227,20220308,1,14.96
A00227,20220511,3,86.51
A00227,20220824,1,14.37
A00228,20220101,2,25.98
A00228,20220206,2,23.54
A00228,20220211,1,13.97
A00228,20220212,1,27.77
A00228,20220228,1,9.98
A00228,20220311,1,15.36
A00228,20220527,1,21.97
A00228,20220531,1,17.3
A00228,20220708,3,51.75
A00228,20220807,2,36.74
A00228,20220828,1,23.97
A00228,20221229,3,41.47
A00228,20230106,1,29.99
A00229,20220101,1,12.49
A00229,20220106,2,19.28
A00229,20220812,1,12.25
A00229,20230312,2,19.98
A00229,20230627,1,19.49
A00230,20220101,2,39.98
A00230,20220606,2,39.98
A00231,20220101,5,69.04
A00232,20220101,2,42.98
A00233,20220101,1,12.99
A00234,20220101,1,13.97
A00234,20220204,1,9.99
A00235,20220101,1,7.98
A00236,20220101,1,16.7
A00237,20220101,2,23.54
A00238,20220123,7,88.69
A00238,20220206,3,36.33
A00238,20220420,4,59.06
A00238,20220625,3,47.89
A00238,20220727,6,73.22
A00239,20220101,2,28.74
A00240,20220101,1,15.99
A00240,20220308,1,14.96
A00241,20220116,2,24.74
A00241,20220503,1,14.96
A00241,20230326,2,36.37
A00241,20230509,2,24.48
A00242,20220101,3,35.11
A00242,20220117,2,30.32
A00243,20220102,2,17.96
A00244,20220101,3,46.64
A00244,20220130,8,117.6
A00244,20220204,3,35.31
A00244,20220222,3,41.69
A00244,20220328,4,56.47
A00244,20220329,2,30.96
A00244,20220402,3,41.9
A00244,20220420,3,44.88
A00244,20220727,11,144.98
A00244,20220811,4,59.65
A00244,20220811,1,46.77
A00244,20220817,3,32.31
A00244,20220823,7,96.97
A00244,20220910,5,65.95
A00244,20220914,1,12.99
A00244,20221120,9,119.41
A00244,20230124,6,86.44
A00244,20230312,4,44.46
A00244,20230313,1,27.99
A00244,20230329,2,32.48
A00244,20230409,2,36.71
A00244,20230514,1,11.88
A00244,20230603,1,26.99
A00244,20230607,1,12.99
A00244,20230610,1,12.99
A00245,20220101,1,14.96
A00245,20220317,1,7.99
A00245,20221022,1,12.99
A00245,20221203,2,30.48
A00245,20221203,1,10.49
A00245,20230121,4,57.85
A00245,20230611,1,13.99
A00246,20220102,1,12.97
A00246,20220117,3,37.51
A00246,20220216,2,28.34
A00246,20220218,3,37.51
A00246,20220423,7,85.79
A00246,20220508,4,52.87
A00246,20220618,2,31.32
A00246,20220724,1,29.37
A00246,20220905,2,30.92
A00246,20220928,2,30.98
A00246,20221019,4,74.46
A00246,20221022,3,41.47
A00246,20221204,1,13.99
A00246,20221214,4,57.46
A00246,20221223,2,27.48
A00246,20230203,2,26.87
A00246,20230309,3,45.47
A00246,20230314,1,11.88
A00246,20230326,2,22.67
A00246,20230620,4,50.85
A00247,20220203,1,19.3
A00247,20220726,1,23.88
A00247,20221216,1,19.99
A00247,20230512,2,30.98
A00248,20220102,1,14.37
A00249,20220102,2,37.35
A00249,20220125,2,23.94
A00249,20220219,1,30.99
A00250,20220102,2,28.74
A00250,20220708,3,42.09
A00250,20220823,2,33.74
A00251,20220102,3,40.26
A00252,20220102,6,110.6
A00252,20220108,2,26.14
A00252,20230307,6,69.94
A00252,20230322,7,105.82
A00252,20230606,2,22.77
A00252,20230610,1,12.99
A00253,20220102,1,13.97
A00254,20220102,1,15.96
A00255,20220102,1,11.77
A00256,20220102,1,14.99
A00256,20220302,2,34.6
A00256,20220414,1,29.99
A00257,20220102,1,27.77
A00257,20221030,1,12.99
A00257,20230409,1,14.99
A00258,20220102,3,59.97
A00259,20220102,1,14.79
A00260,20220105,4,57.27
A00261,20220102,1,8.77
A00262,20220102,3,48.95
A00263,20220102,1,14.79
A00264,20220102,1,16.99
A00265,20220102,4,108.87
A00265,20220219,1,14.96
A00265,20220220,1,11.77
A00266,20220102,3,39.97
A00266,20220127,4,59.31
A00267,20220102,3,37.47
A00268,20220324,1,7.78
A00269,20220215,1,29.99
A00270,20220102,7,89.77
A00270,20220124,14,179.4
A00271,20220102,1,12.77
A00272,20220102,1,9.98
A00272,20220320,2,18.75
A00272,20220405,1,9.98
A00273,20220102,1,6.79
A00273,20220325,1,14.96
A00274,20220102,1,5.78
A00275,20220102,6,60.47
A00276,20220102,2,21.73
A00276,20220117,2,37.54
A00276,20220708,3,45.09
A00276,20230601,1,13.99
A00277,20220102,1,17.9
A00277,20230309,1,13.99
A00278,20220102,1,23.97
A00279,20220102,1,17.3
A00279,20220117,1,66.3
A00279,20220814,2,56.21
A00280,20220102,12,155.64
A00280,20220201,6,88.32
A00280,20220428,1,12.49
A00281,20220102,1,14.7
A00282,20220102,4,53.88
A00283,20220102,3,37.71
A00284,20220102,1,20
A00285,20220102,1,25.99
